iter_count,loss
18300,4.262509
18400,5.233034
18500,3.186377
18600,4.000986
18700,3.090003
18800,3.065961
18900,4.538975
19000,4.437885
19100,3.206301
19200,6.989364
19300,3.62599
19400,5.089997
19500,3.778234
19600,3.766788
19700,5.029488
19800,4.18428
19900,4.795617
20000,3.676016
20100,5.859373
20200,5.694983
20300,4.39395
20400,3.876683
20500,4.796737
20600,3.291383
20700,4.407925
20800,2.991525
20900,3.070591
21000,4.805547
21100,3.199946
21200,3.174028
21300,3.400999
21400,4.540766
21500,3.27014
21600,3.452364
21700,4.398134
21800,3.584125
21900,4.461666
22000,3.770263
22100,3.372841
22200,5.186575
22300,3.147277
22400,3.851939
22500,2.390315
22600,8.445372
22700,3.21663
22800,4.296183
22900,2.798557
23000,3.88662
23100,4.285634
23200,3.472965
23300,6.37461
23400,2.9997
23500,3.013574
23600,5.260601
23700,4.236566
23800,4.46395
23900,4.293586
24000,3.84851
24100,4.500528
24200,2.173667
24300,5.108928
24400,3.988354
24500,3.188086
24600,1.98749
24700,3.82979
24800,2.590616
24900,3.122524
25000,4.916496
25100,2.197325
25200,3.137307
25300,3.211278
25400,5.053813
25500,2.386697
25600,3.220428
25700,3.662615
25800,3.699815
25900,2.926121
26000,3.499515
26100,4.643569
26200,4.013875
26300,4.688331
26400,4.9747
26500,4.3023
26600,4.11563
26700,2.640567
26800,3.858526
26900,4.696923
27000,2.975868
27100,2.429359
27200,4.41845
27300,3.002813
27400,4.151957
27500,3.584738
27600,4.178338
27700,3.427924
27800,3.354459
27900,2.435364
28000,4.40405
28100,1.870095
28200,2.658425
28300,4.629273
28400,4.331974
28500,2.594804
28600,3.531271
28700,2.194332
28800,2.993203
28900,3.051947
29000,2.64208
29100,2.890599
29200,2.828094
29300,5.039766
29400,2.883385
29500,3.062811
29600,3.009754
29700,3.383367
29800,2.82458
29900,3.15574
30000,2.223565
30100,3.208591
30200,2.615757
30300,3.6999
30400,3.292601
30500,3.118375
30600,3.850902
30700,3.240013
30800,3.435028
30900,4.687333
31000,3.218042
31100,3.69501
31200,3.722034
31300,2.472448
31400,3.416637
31500,3.707388
31600,2.819133
31700,1.938615
31800,2.436337
31900,2.105006
32000,2.251822
32100,1.947597
32200,2.419299
32300,3.216504
32400,2.256294
32500,2.353741
32600,3.413033
32700,1.774211
32800,1.892602
32900,3.061366
33000,2.428426
33100,2.927695
33200,2.664176
33300,2.027705
33400,3.259716
33500,2.785057
33600,2.645061
33700,2.91416
33800,4.562113
33900,3.64795
34000,3.106033
34100,1.909366
34200,2.144147
34300,3.826785
34400,3.614567
34500,30.250851
34600,2.917882
34700,2.838362
34800,3.348333
34900,2.760381
35000,3.219419
35100,2.145937
35200,2.35833
35300,3.178248
35400,4.256356
35500,3.424358
35600,5.89715
35700,1.960663
35800,3.091976
35900,1.482078
36000,2.498782
36100,1.738049
36200,3.981963
36300,1.990579
36400,1.761438
36500,2.463079
36600,2.324679
36700,3.134209
36800,2.429018
36900,2.600447
37000,4.586847
37100,2.629134
37200,2.320141
37300,2.526426
37400,1.731896
37500,2.854371
37600,1.649138
37700,2.495312
37800,0.964784
37900,2.527
38000,2.482612
38100,1.811851
38200,2.455594
38300,2.604392
38400,2.491175
38500,1.66065
38600,2.07446
38700,2.989452
38800,1.499413
38900,2.712449
39000,3.377273
39100,3.644852
39200,2.892747
39300,3.174375
39400,2.774911
39500,1.582321
39600,3.643816
39700,1.668251
39800,2.759297
39900,3.612879
40000,1.727297
40100,3.344752
40200,2.320701
40300,3.034374
40400,4.945508
40500,2.587468
40600,2.660409
40700,2.673454
40800,3.008613
40900,2.18465
41000,3.438947
41100,2.772243
41200,2.566473
41300,2.513055
41400,2.509677
41500,4.097522
41600,5.308839
41700,1.787865
41800,5.418782
41900,3.701615
42000,2.26493
42100,2.116264
42200,2.846748
42300,2.966249
42400,2.843935
42500,2.341326
42600,1.207881
42700,2.867893
42800,2.07032
42900,3.006002
43000,2.466698
43100,2.429333
43200,1.521342
43300,3.994154
43400,2.207872
43500,3.159164
43600,2.030292
43700,2.442543
43800,4.921772
43900,3.874104
44000,1.180737
44100,1.740734
44200,1.426166
44300,1.742516
44400,1.526536
44500,1.682362
44600,2.301246
44700,2.359762
44800,1.869589
44900,1.832201
45000,3.053078
45100,1.655554
45200,1.47616
45300,3.134722
45400,3.224799
45500,1.482298
45600,1.560181
45700,1.984995
45800,0.846466
45900,2.845381
46000,2.630404
46100,2.285107
46200,1.671749
46300,2.248549
46400,1.506822
46500,1.840357
46600,2.306489
46700,3.131027
46800,2.708763
46900,2.133356
47000,2.619834
47100,1.443079
47200,1.409178
47300,2.139121
47400,2.332807
47500,2.9406
47600,1.765716
47700,2.834199
47800,2.204654
47900,2.599879
48000,1.309828
48100,2.161858
48200,1.664615
48300,1.777922
48400,1.569798
48500,0.992282
48600,1.027718
48700,1.603604
48800,2.442282
48900,2.335628
49000,1.297299
49100,1.727969
49200,1.532836
49300,2.550889
49400,1.436881
49500,2.599411
49600,1.766183
49700,1.983482
49800,2.813394
49900,1.493401
50000,1.567853
50100,2.018102
50200,2.632231
50300,3.171694
50400,1.830255
50500,1.991155
50600,2.102799
50700,2.767078
50800,1.811538
50900,2.067839
51000,1.831758
51100,1.927629
51200,2.52084
51300,1.291193
51400,2.160938
51500,1.303939
51600,1.081833
51700,1.591064
51800,1.813031
51900,3.023252
52000,1.337068
52100,2.957649
52200,2.111986
52300,2.219195
52400,3.99019
52500,2.267991
52600,1.834282
52700,1.48168
52800,2.172473
52900,1.886182
53000,1.381611
53100,1.495843
53200,2.300528
53300,1.896022
53400,1.044124
53500,1.942079
53600,1.597201
53700,1.303806
53800,1.770007
53900,1.43184
54000,3.422544
54100,1.101925
54200,1.666262
54300,1.422922
54400,2.484829
54500,2.104499
54600,2.294155
54700,1.40022
54800,1.806409
54900,2.388333
55000,1.993531
55100,2.152323
55200,2.817206
55300,1.396082
55400,0.930865
55500,1.499953
55600,1.809484
55700,1.134535
55800,1.743451
55900,1.495757
56000,1.568806
56100,1.315038
56200,1.667404
56300,1.261732
56400,1.859448
56500,1.60546
56600,2.082222
56700,1.729689
56800,1.858011
56900,2.926035
57000,1.73495
57100,1.59391
57200,2.055393
57300,2.4194
57400,1.53891
57500,1.17856
57600,1.073054
57700,2.070864
57800,1.453978
57900,1.641965
58000,2.964505
58100,1.422614
58200,2.066702
58300,2.929107
58400,2.500359
58500,2.333983
58600,3.164179
58700,1.859549
58800,1.249457
58900,1.127545
59000,2.059626
59100,1.257771
59200,3.120842
59300,1.961489
59400,2.622248
59500,1.073917
59600,2.043646
59700,0.916896
59800,2.750395
59900,1.99412
60000,1.17995
60100,2.20233
60200,1.491321
60300,2.047737
60400,0.943005
60500,1.683445
60600,2.228824
60700,2.753112
60800,1.929691
60900,1.127097
61000,2.460444
61100,1.455788
61200,2.764843
61300,1.429317
61400,1.337122
61500,2.617765
61600,2.002359
61700,1.53123
61800,0.956836
61900,1.161634
62000,1.580474
62100,1.231105
62200,1.39552
62300,1.806074
62400,1.058488
62500,1.460599
62600,1.153459
62700,1.69007
62800,1.382123
62900,1.159735
63000,1.69313
63100,1.440479
63200,1.531835
63300,1.839212
63400,1.644353
63500,2.84515
63600,2.115398
63700,1.059919
63800,1.303066
63900,1.538549
64000,2.257628
64100,1.444287
64200,1.99704
64300,1.680945
64400,1.338101
64500,1.652401
64600,1.448902
64700,1.73444
64800,2.214245
64900,2.209174
65000,1.712954
65100,1.179142
65200,1.845089
65300,1.679887
65400,2.669294
65500,1.429953
65600,1.487837
65700,1.124278
65800,0.665885
65900,1.081259
66000,1.374928
66100,1.903388
66200,1.067657
66300,0.891703
66400,0.845867
66500,1.763605
66600,1.003302
66700,0.868088
66800,2.734539
66900,1.728699
67000,1.030609
67100,1.161385
67200,2.198237
67300,1.259163
67400,1.8586
67500,1.600292
67600,0.773581
67700,2.70928
67800,1.455352
67900,1.474716
68000,1.515538
68100,1.650349
68200,1.125955
68300,1.745519
68400,1.334138
68500,2.046049
68600,2.844687
68700,1.944571
68800,0.984991
68900,0.814673
69000,0.856169
69100,1.591994
69200,1.096977
69300,2.019984
69400,1.636254
69500,1.274982
69600,1.953853
69700,1.520791
69800,1.474272
69900,1.217363
70000,1.819742
70100,2.621625
70200,0.778509
70300,1.418021
70400,1.471694
70500,1.072116
70600,1.162278
70700,1.662948
70800,0.932648
70900,0.920519
71000,1.456935
71100,0.873094
71200,0.846493
71300,0.557547
71400,1.651556
71500,1.945068
71600,1.719853
71700,1.210205
71800,1.345208
71900,1.45437
72000,1.460175
72100,1.377929
72200,1.177213
72300,1.599454
72400,1.907273
72500,1.822236
72600,1.420463
72700,1.765962
72800,2.924027
72900,1.217788
73000,1.421481
73100,0.94107
73200,0.877796
73300,1.370652
73400,0.84489
73500,2.588767
73600,0.888623
73700,1.20349
73800,1.010646
73900,2.029438
74000,1.106394
74100,2.482205
74200,1.154757
74300,1.392567
74400,2.419676
74500,1.479741
74600,1.231351
74700,1.371498
74800,1.69
74900,0.996986
75000,1.116331
75100,1.907071
75200,1.902582
75300,0.92323
75400,1.67332
75500,0.766936
75600,2.046117
75700,1.440494
75800,1.394524
75900,2.787412
76000,1.936986
76100,1.534666
76200,2.245236
76300,1.949873
76400,1.287761
76500,1.38084
76600,1.548348
76700,1.475397
76800,1.153804
76900,1.17379
77000,1.779702
77100,1.602093
77200,1.334798
77300,2.098884
77400,1.832399
77500,0.642776
77600,1.21934
77700,1.625446
77800,1.068377
77900,1.364191
78000,0.837603
78100,1.81402
78200,1.745247
78300,1.976091
78400,2.055823
78500,1.321189
78600,1.180348
78700,1.165098
78800,1.329156
78900,0.700409
79000,3.089629
79100,2.771224
79200,1.469193
79300,1.049636
79400,1.176205
79500,1.030107
79600,3.64057
79700,1.25736
79800,0.897549
79900,1.753248
80000,0.87391
80100,1.873906
80200,1.281566
80300,1.863918
80400,0.955331
80500,1.511042
80600,2.044219
80700,0.990456
80800,1.47441
80900,0.573527
81000,1.157765
81100,2.16355
81200,1.402191
81300,1.124306
81400,1.251095
81500,0.877994
81600,0.931807
81700,1.52028
81800,0.914758
81900,1.669664
82000,0.710191
82100,1.138943
82200,1.086529
82300,1.033233
82400,1.110557
82500,1.858847
82600,1.637132
82700,1.066167
82800,1.783393
82900,1.49375
83000,1.166307
83100,1.013382
83200,1.188556
83300,1.002745
83400,0.689574
83500,1.396064
83600,1.226898
83700,0.817413
83800,1.360811
83900,1.055424
84000,1.209699
84100,1.902982
84200,0.925252
84300,0.819039
84400,1.321561
84500,1.209382
84600,1.32633
84700,1.786343
84800,1.217241
84900,1.348374
85000,2.159453
85100,1.929642
85200,0.662989
85300,1.600828
85400,0.704633
85500,1.75679
85600,2.479908
85700,0.991504
85800,0.945495
85900,0.679838
86000,1.487373
86100,0.708191
86200,1.237202
86300,1.323745
86400,1.410671
86500,1.531244
86600,0.792767
86700,1.890168
86800,1.205043
86900,1.027175
87000,2.317026
87100,1.403044
87200,0.744225
87300,0.684983
87400,1.206671
87500,1.462413
87600,1.918046
87700,1.168797
87800,1.268569
87900,1.537261
88000,2.699266
88100,1.613365
88200,1.930137
88300,1.389687
88400,1.083236
88500,1.106393
88600,1.204983
88700,0.891647
88800,1.763057
88900,0.935223
89000,0.673218
89100,0.903067
89200,1.050989
89300,3.010806
89400,1.485191
89500,1.174563
89600,1.912354
89700,1.954751
89800,1.084671
89900,1.288157
90000,1.607619
90100,1.421669
90200,1.385209
90300,0.59839
90400,1.064875
90500,0.879306
90600,0.782152
90700,0.745609
90800,0.6657
90900,2.045746
91000,1.24471
91100,1.019071
91200,1.122
91300,1.128861
91400,2.107268
91500,1.387746
91600,1.468076
91700,1.079342
91800,1.004961
91900,0.782619
92000,0.913814
92100,1.893552
92200,1.724621
92300,1.100153
92400,1.229654
92500,1.25738
92600,1.920287
92700,0.786309
92800,0.768462
92900,1.69211
93000,0.993484
93100,1.184722
93200,1.243576
93300,0.987284
93400,1.265133
93500,0.760571
93600,0.778217
93700,0.822538
93800,1.324276
93900,1.274764
94000,0.94293
94100,1.184762
94200,1.800477
94300,1.488674
94400,0.902029
94500,1.372485
94600,1.09296
94700,2.82425
94800,1.084567
94900,1.414622
95000,1.4152
95100,1.746406
95200,1.163137
95300,1.29629
95400,0.82855
95500,0.924986
95600,1.494051
95700,0.886808
95800,1.019619
95900,1.355693
96000,1.145502
96100,0.857237
96200,0.931093
96300,0.863289
96400,0.841598
96500,1.014643
96600,1.475979
96700,0.987463
96800,0.730153
96900,0.717416
97000,0.800202
97100,1.327743
97200,0.716724
97300,1.801874
97400,0.531522
97500,1.186264
97600,1.392996
97700,0.506401
97800,0.990222
97900,1.05104
98000,1.82503
98100,1.099555
98200,0.991697
98300,1.285492
98400,0.948685
98500,0.939815
98600,0.727296
98700,1.04619
98800,0.886001
98900,1.171566
99000,0.89286
99100,1.331032
99200,1.222559
99300,0.808894
99400,2.16751
99500,1.047734
99600,1.274463
99700,1.210939
99800,0.80309
99900,1.086615
100000,1.665817
100100,1.360009
100200,0.584734
100300,0.914567
100400,1.105585
100500,1.475444
100600,2.437392
100700,1.36686
100800,1.718025
100900,1.355165
101000,0.754526
101100,1.694415
101200,1.347819
101300,0.529795
101400,1.192628
101500,0.486156
101600,1.135031
101700,2.66442
101800,1.069944
101900,1.712259
102000,0.7064
102100,2.13336
102200,0.955233
102300,1.111916
102400,1.148525
102500,0.853906
102600,1.120854
102700,0.814204
102800,1.297521
102900,2.807397
103000,0.947547
103100,0.88186
103200,0.826613
103300,1.489851
103400,1.270581
103500,0.931027
103600,1.053354
103700,1.046451
103800,0.86102
103900,0.96704
104000,1.249946
104100,1.137813
104200,1.409806
104300,0.902314
104400,0.825082
104500,0.883581
104600,1.944018
104700,0.93011
104800,1.340462
104900,1.219194
105000,0.781395
105100,1.772448
105200,0.93697
105300,1.990119
105400,0.830878
105500,2.11846
105600,1.230664
105700,1.029845
105800,0.854149
105900,1.671519
106000,1.748853
106100,1.036652
106200,0.7934
106300,1.268473
106400,1.526725
106500,1.433228
106600,0.986562
106700,1.601529
106800,1.288838
106900,1.34663
107000,0.899721
107100,0.585926
107200,1.357526
107300,1.129996
107400,1.888726
107500,1.238819
107600,0.992942
107700,1.0876
107800,0.826318
107900,1.082136
108000,0.937394
108100,1.401212
108200,0.541347
108300,1.251174
108400,1.082665
108500,1.066006
108600,1.424563
108700,1.169007
108800,0.809181
108900,2.862867
109000,1.129565
109100,1.033292
109200,1.106282
109300,0.793161
109400,1.716604
109500,1.256971
109600,0.996472
109700,2.723068
109800,1.323178
109900,1.196155
110000,1.308666
110100,0.841711
110200,1.079239
110300,0.776789
110400,1.050592
110500,1.340693
110600,0.819234
110700,1.074913
110800,0.964176
110900,1.944204
111000,0.72207
111100,1.059675
111200,1.027258
111300,1.182243
111400,1.496941
111500,0.670752
111600,1.261704
111700,1.49714
111800,0.86312
111900,0.734059
112000,0.710096
112100,1.56525
112200,1.040298
112300,0.781205
112400,0.929597
112500,1.003157
112600,0.635837
112700,1.624866
112800,1.033059
112900,1.208699
113000,1.077223
113100,1.254587
113200,0.996495
113300,0.934381
113400,1.035475
113500,0.937875
113600,0.755371
113700,0.78016
113800,0.581972
113900,0.850815
114000,0.787654
114100,0.909182
114200,0.741054
114300,0.665359
114400,0.551165
114500,0.962681
114600,0.767294
114700,1.10504
114800,0.717167
114900,1.122152
115000,1.511062
115100,0.796057
115200,0.809534
115300,1.021685
115400,1.472114
115500,0.830085
115600,1.892066
115700,1.63877
115800,0.477776
115900,1.973882
116000,1.087643
116100,0.786855
116200,0.72402
116300,0.694205
116400,0.469829
116500,0.877521
116600,0.936555
116700,0.444066
116800,0.763457
116900,0.70993
117000,1.592204
117100,1.288548
117200,1.172906
117300,1.170013
117400,0.774136
117500,1.260425
117600,0.979486
117700,1.781027
117800,0.859108
117900,0.815637
118000,1.180893
118100,1.161131
118200,1.390875
118300,1.663162
118400,0.615664
118500,0.896525
118600,1.31471
118700,0.974036
118800,0.940021
118900,0.768167
119000,0.917572
119100,0.775441
119200,0.887998
119300,1.085419
119400,0.719069
119500,1.084845
119600,1.056348
119700,0.803929
119800,0.899486
119900,0.984759
120000,1.243402
120100,1.033525
120200,1.099104
120300,1.00198
120400,0.984624
120500,0.746088
120600,0.740561
120700,1.770721
120800,1.226392
120900,1.277501
121000,0.432815
121100,0.819571
121200,1.67906
121300,0.679651
121400,0.877656
121500,1.636083
121600,0.859164
121700,0.842488
121800,0.551793
121900,1.243783
122000,0.657591
122100,1.043905
122200,0.962353
122300,0.709212
122400,0.556612
122500,2.134258
122600,0.997441
122700,0.348874
122800,0.513555
122900,0.565352
123000,0.610086
123100,1.015349
123200,0.818403
123300,0.660508
123400,0.569085
123500,1.143917
123600,0.70464
123700,1.084161
123800,1.053538
123900,1.059547
124000,1.005556
124100,0.751822
124200,1.322134
124300,0.87643
124400,0.936798
124500,1.017803
124600,0.563282
124700,1.196514
124800,1.309812
124900,0.599063
125000,0.742767
125100,1.491682
125200,0.775695
125300,0.767645
125400,1.223963
125500,1.471197
125600,0.927025
125700,1.065872
125800,0.383775
125900,0.535666
126000,0.901055
126100,0.925128
126200,0.64125
126300,1.056517
126400,0.787038
126500,0.51769
126600,0.747732
126700,1.043022
126800,1.038702
126900,0.676655
127000,0.664364
127100,0.916194
127200,1.172361
127300,1.366159
127400,2.192631
127500,0.891623
127600,1.206541
127700,1.631828
127800,0.575427
127900,1.05722
128000,0.651471
128100,0.766731
128200,0.926554
128300,0.936306
128400,1.391977
128500,1.211761
128600,1.037542
128700,0.600766
128800,0.734268
128900,1.344918
129000,0.871904
129100,1.275465
129200,0.814389
129300,1.201293
129400,0.837206
129500,0.822243
129600,1.33069
129700,0.900595
129800,0.575107
129900,1.017143
130000,0.657297
130100,1.095553
130200,0.744532
130300,1.049222
130400,1.259563
130500,0.723366
130600,0.604614
130700,0.519438
130800,0.900007
130900,0.85459
131000,1.37012
131100,0.934986
131200,0.845772
131300,1.418225
131400,0.926978
131500,1.169419
131600,1.283456
131700,0.782042
131800,0.626847
131900,2.999695
132000,0.760874
132100,0.753882
132200,0.977806
132300,1.496693
132400,0.999979
132500,0.682742
132600,0.615431
132700,1.090764
132800,1.127549
132900,0.699463
133000,0.783817
133100,0.871767
133200,1.365869
133300,0.689994
133400,0.996992
133500,1.083974
133600,1.508384
133700,0.660865
133800,0.879768
133900,0.888739
134000,1.560141
134100,1.016495
134200,0.587224
134300,0.985167
134400,0.835459
134500,1.018139
134600,0.582762
134700,0.888006
134800,1.184758
134900,0.871986
135000,0.473993
135100,0.54274
135200,1.61483
135300,1.489621
135400,0.673963
135500,0.849256
135600,0.895399
135700,1.79618
135800,0.808532
135900,0.843295
136000,0.366152
136100,1.938444
136200,1.318336
136300,1.240298
136400,0.9917
136500,1.078317
136600,1.262275
136700,0.75265
136800,1.374473
136900,1.198545
137000,0.739828
137100,1.333778
137200,1.203153
137300,1.028504
137400,0.892277
137500,0.845795
137600,0.833924
137700,0.533449
137800,0.809114
137900,0.850054
138000,0.909746
138100,0.553016
138200,1.693668
138300,0.669043
138400,1.089541
138500,0.887487
138600,0.696382
138700,0.550662
138800,0.828748
138900,0.647435
139000,1.636493
139100,0.934629
139200,2.242461
139300,1.268831
139400,1.751092
139500,0.499341
139600,1.142547
139700,1.03025
139800,1.369996
139900,0.751396
140000,0.466403
140100,1.132518
140200,0.679291
140300,0.792389
140400,1.125532
140500,0.577445
140600,0.586778
140700,0.967359
140800,0.748463
140900,0.929609
141000,0.80015
141100,1.024064
141200,0.452318
141300,0.957927
141400,0.623833
141500,0.665389
141600,1.150763
141700,0.530572
141800,0.823879
141900,0.904759
142000,0.706535
142100,0.45616
142200,0.830277
142300,1.013651
142400,1.120773
142500,1.036717
142600,0.890867
142700,0.72956
142800,0.824333
142900,1.12657
143000,1.170056
143100,0.640159
143200,0.770455
143300,1.48252
143400,1.180134
143500,0.498411
143600,1.059138
143700,1.038976
143800,0.729909
143900,0.880177
144000,0.611763
144100,0.703897
144200,1.01498
144300,0.404566
144400,0.682602
144500,1.286879
144600,0.971814
144700,1.22173
144800,0.67397
144900,0.912022
145000,0.804937
145100,1.20413
145200,0.462437
145300,1.420571
145400,1.019863
145500,0.723713
145600,1.494758
145700,0.686743
145800,1.061293
145900,1.274628
146000,1.16892
146100,0.457794
146200,1.10645
146300,1.436695
146400,0.679139
146500,0.982074
146600,0.693685
146700,0.436044
146800,1.380476
146900,0.643219
147000,0.814484
147100,0.930824
147200,1.257642
147300,0.737427
147400,0.837037
147500,0.530429
147600,1.051281
147700,0.950652
147800,1.230955
147900,1.034315
148000,0.888771
148100,0.733935
148200,0.889257
148300,1.033151
148400,1.020606
148500,1.098191
148600,0.831604
148700,1.419101
148800,1.044648
148900,0.652773
149000,0.485077
149100,0.663948
149200,0.728469
149300,0.689612
149400,0.817084
149500,0.412967
149600,1.358416
149700,0.518658
149800,0.487687
149900,0.76193
150000,1.151169
150100,0.808511
150200,0.693326
150300,1.471142
150400,1.433244
150500,1.221411
150600,0.764855
150700,0.712031
150800,0.788336
150900,0.923936
151000,0.913339
151100,0.710196
151200,0.823989
151300,2.051419
151400,1.004402
151500,0.78881
151600,0.980342
151700,0.924996
151800,1.085514
151900,0.560657
152000,0.587224
152100,0.440287
152200,1.074881
152300,0.650619
152400,0.471659
152500,0.56666
152600,0.813818
152700,1.205383
152800,0.615899
152900,0.292977
153000,1.715631
153100,0.954371
153200,1.005275
153300,1.027109
153400,0.244325
153500,0.392829
153600,0.659603
153700,0.638401
153800,0.634577
153900,0.778622
154000,0.838313
154100,1.127709
154200,1.123049
154300,1.148563
154400,0.931705
154500,0.607302
154600,0.643909
154700,1.09757
154800,0.450879
154900,0.736589
155000,0.791884
155100,0.937681
155200,0.69136
155300,0.629528
155400,1.168093
155500,1.319095
155600,0.762024
155700,0.916745
155800,0.53316
155900,0.670441
156000,0.383772
156100,0.552781
156200,0.718166
156300,1.210011
156400,0.724788
